Subject,Start Date,Start Time,End Date,End Time,All day event,Reminder on/off,Reminder Date,Reminder Time,Meeting Organizer,Required Attendees,Optional Attendees,Meeting Resources,Billing Information,Categories,Description,Location,Mileage,Priority,Private,Sensitivity,Show time as
crucial converation,4/10/2017,8:30:00 AM,4/10/2017,12:00:00 PM,FALSE,TRUE,4/10/2017,8:15:00 AM,Ann Crawford,,,,,," 
",San Nicholas ResidenceHall-Main Lounge,,Normal,FALSE,Normal,2
crucial converation,4/17/2017,8:30:00 AM,4/17/2017,12:00:00 PM,FALSE,TRUE,4/17/2017,8:15:00 AM,Ann Crawford,,,,,," 
",San Nicholas ResidenceHall-Main Lounge,,Normal,FALSE,Normal,2
crucial converation,5/15/2017,8:30:00 AM,5/15/2017,12:00:00 PM,FALSE,TRUE,5/15/2017,8:15:00 AM,Ann Crawford,,,,,," 
",San Nicholas ResidenceHall-Main Lounge,,Normal,FALSE,Normal,2
crucial converation,5/22/2017,8:30:00 AM,5/22/2017,12:00:00 PM,FALSE,TRUE,5/22/2017,8:15:00 AM,Ann Crawford,,,,,," 
",San Nicholas ResidenceHall-Main Lounge,,Normal,FALSE,Normal,2
crucial converation,5/29/2017,8:30:00 AM,5/29/2017,12:00:00 PM,FALSE,TRUE,5/29/2017,8:15:00 AM,Ann Crawford,,,,,," 
",San Nicholas ResidenceHall-Main Lounge,,Normal,FALSE,Normal,2
crucial converation,6/5/2017,8:30:00 AM,6/5/2017,12:00:00 PM,FALSE,TRUE,6/5/2017,8:15:00 AM,Ann Crawford,,,,,," 
",San Nicholas ResidenceHall-Main Lounge,,Normal,FALSE,Normal,2
crucial converation,6/12/2017,8:30:00 AM,6/12/2017,12:00:00 PM,FALSE,TRUE,6/12/2017,8:15:00 AM,Ann Crawford,,,,,," 
",San Nicholas ResidenceHall-Main Lounge,,Normal,FALSE,Normal,2
crucial converation,6/19/2017,8:30:00 AM,6/19/2017,12:00:00 PM,FALSE,TRUE,6/19/2017,8:15:00 AM,Ann Crawford,,,,,," 
",San Nicholas ResidenceHall-Main Lounge,,Normal,FALSE,Normal,2
crucial converation,6/26/2017,8:30:00 AM,6/26/2017,12:00:00 PM,FALSE,TRUE,6/26/2017,8:15:00 AM,Ann Crawford,,,,,," 
",San Nicholas ResidenceHall-Main Lounge,,Normal,FALSE,Normal,2
crucial conf,4/12/2017,8:30:00 AM,4/12/2017,12:00:00 PM,FALSE,TRUE,4/12/2017,8:15:00 AM,Ann Crawford,,,,,," 
",San Nicholas ResidenceHall-Main Lounge,,Normal,FALSE,Normal,2
crucial conf,4/19/2017,8:30:00 AM,4/19/2017,12:00:00 PM,FALSE,TRUE,4/19/2017,8:15:00 AM,Ann Crawford,,,,,," 
",San Nicholas ResidenceHall-Main Lounge,,Normal,FALSE,Normal,2
Campus Data Link Enhancements (CDL) - Development Working Group,4/13/2017,12:00:00 PM,4/13/2017,1:00:00 PM,FALSE,TRUE,4/13/2017,11:45:00 AM,"Dandary, Carol","Chong Hee Min;Pam Layton;Porter, Richard;Machelle Allman;Jagannathan, Smeetha;Sharma, Rajni;Kumar P, Sathis;Anantharama, Raghav;Choudhury, Muktamala;Griggs, David;Hurley, Dan;Mittal, Abhishek;Y, Nagesh;Sachan, Nitin;Amarshetty, Sandeep;jkelley@bu.edu;Sarah.Solarski@yale.edu;erin.gustafson@yale.edu;lrhodes@bu.edu;Henderson, Sarah;Xu, Jackson;sook@berkeley.edu;dmay@berkeley.edu;srobinson@berkeley.edu;eskelly@berkeley.edu;scottroberts@berkeley.edu;Raju, Karthikeyan;Karam, Beatrice M;Ann Crawford;Aaron Yamane;Kerry Trimble;Martha Ledesma;Gill, Phillip;Alicia Ward;V, Reshma;Trinh Nguyen;Travis Wiggans;bfreiber@iit.edu;nhayes@iit.edu;jheilema@iit.edu;spreitzer@iit.edu;Amy Ionescu;matthew.loehrer@ucsf.edu;lmelvill@unm.edu;Krishnan, Gopala",,,,,"  
-- Do not delete or change any of the following text. --   
  
Join WebEx meeting   
Meeting number: 747 179 589 
Meeting password: ISSM2017  
  
Join by phone   
1 800 941 6708 Passcode 683716
  
  
Can't join the meeting? 
  
If you are a host, go here to view host information.

IMPORTANT NOTICE: Please note that this WebEx service allows audio and other information sent during the session to be recorded, which may be discoverable in a legal matter. By joining this session, you automatically consent to such recordings. If you do not consent to being recorded, discuss your concerns with the host or do not join the session. 
 
",Webex and conference call 1.800.941.6708,,Normal,FALSE,Normal,1
Campus Data Link Enhancements (CDL) - Development Working Group,4/27/2017,12:00:00 PM,4/27/2017,1:00:00 PM,FALSE,TRUE,4/27/2017,11:45:00 AM,"Dandary, Carol","Chong Hee Min;Pam Layton;Porter, Richard;Machelle Allman;Jagannathan, Smeetha;Sharma, Rajni;Kumar P, Sathis;Anantharama, Raghav;Choudhury, Muktamala;Griggs, David;Hurley, Dan;Mittal, Abhishek;Y, Nagesh;Sachan, Nitin;Amarshetty, Sandeep;jkelley@bu.edu;Sarah.Solarski@yale.edu;erin.gustafson@yale.edu;lrhodes@bu.edu;Henderson, Sarah;Xu, Jackson;sook@berkeley.edu;dmay@berkeley.edu;srobinson@berkeley.edu;eskelly@berkeley.edu;scottroberts@berkeley.edu;Raju, Karthikeyan;Karam, Beatrice M;Ann Crawford;Aaron Yamane;Kerry Trimble;Martha Ledesma;Gill, Phillip;Alicia Ward;V, Reshma;Trinh Nguyen;Travis Wiggans;bfreiber@iit.edu;nhayes@iit.edu;jheilema@iit.edu;spreitzer@iit.edu;Amy Ionescu;matthew.loehrer@ucsf.edu;lmelvill@unm.edu;Krishnan, Gopala",,,,,"  
-- Do not delete or change any of the following text. --   
  
Join WebEx meeting   
Meeting number: 747 179 589 
Meeting password: ISSM2017  
  
Join by phone   
1 800 941 6708 Passcode 683716
  
  
Can't join the meeting? 
  
If you are a host, go here to view host information.

IMPORTANT NOTICE: Please note that this WebEx service allows audio and other information sent during the session to be recorded, which may be discoverable in a legal matter. By joining this session, you automatically consent to such recordings. If you do not consent to being recorded, discuss your concerns with the host or do not join the session. 
 
",Webex and conference call 1.800.941.6708,,Normal,FALSE,Normal,1
Campus Data Link Enhancements (CDL) - Development Working Group,5/11/2017,12:00:00 PM,5/11/2017,1:00:00 PM,FALSE,TRUE,5/11/2017,11:45:00 AM,"Dandary, Carol","Chong Hee Min;Pam Layton;Porter, Richard;Machelle Allman;Jagannathan, Smeetha;Sharma, Rajni;Kumar P, Sathis;Anantharama, Raghav;Choudhury, Muktamala;Griggs, David;Hurley, Dan;Mittal, Abhishek;Y, Nagesh;Sachan, Nitin;Amarshetty, Sandeep;jkelley@bu.edu;Sarah.Solarski@yale.edu;erin.gustafson@yale.edu;lrhodes@bu.edu;Henderson, Sarah;Xu, Jackson;sook@berkeley.edu;dmay@berkeley.edu;srobinson@berkeley.edu;eskelly@berkeley.edu;scottroberts@berkeley.edu;Raju, Karthikeyan;Karam, Beatrice M;Ann Crawford;Aaron Yamane;Kerry Trimble;Martha Ledesma;Gill, Phillip;Alicia Ward;V, Reshma;Trinh Nguyen;Travis Wiggans;bfreiber@iit.edu;nhayes@iit.edu;jheilema@iit.edu;spreitzer@iit.edu;Amy Ionescu;matthew.loehrer@ucsf.edu;lmelvill@unm.edu;Krishnan, Gopala",,,,,"  
-- Do not delete or change any of the following text. --   
  
Join WebEx meeting   
Meeting number: 747 179 589 
Meeting password: ISSM2017  
  
Join by phone   
1 800 941 6708 Passcode 683716
  
  
Can't join the meeting? 
  
If you are a host, go here to view host information.

IMPORTANT NOTICE: Please note that this WebEx service allows audio and other information sent during the session to be recorded, which may be discoverable in a legal matter. By joining this session, you automatically consent to such recordings. If you do not consent to being recorded, discuss your concerns with the host or do not join the session. 
 
",Webex and conference call 1.800.941.6708,,Normal,FALSE,Normal,1
Campus Data Link Enhancements (CDL) - Development Working Group,5/25/2017,12:00:00 PM,5/25/2017,1:00:00 PM,FALSE,TRUE,5/25/2017,11:45:00 AM,"Dandary, Carol","Chong Hee Min;Pam Layton;Porter, Richard;Machelle Allman;Jagannathan, Smeetha;Sharma, Rajni;Kumar P, Sathis;Anantharama, Raghav;Choudhury, Muktamala;Griggs, David;Hurley, Dan;Mittal, Abhishek;Y, Nagesh;Sachan, Nitin;Amarshetty, Sandeep;jkelley@bu.edu;Sarah.Solarski@yale.edu;erin.gustafson@yale.edu;lrhodes@bu.edu;Henderson, Sarah;Xu, Jackson;sook@berkeley.edu;dmay@berkeley.edu;srobinson@berkeley.edu;eskelly@berkeley.edu;scottroberts@berkeley.edu;Raju, Karthikeyan;Karam, Beatrice M;Ann Crawford;Aaron Yamane;Kerry Trimble;Martha Ledesma;Gill, Phillip;Alicia Ward;V, Reshma;Trinh Nguyen;Travis Wiggans;bfreiber@iit.edu;nhayes@iit.edu;jheilema@iit.edu;spreitzer@iit.edu;Amy Ionescu;matthew.loehrer@ucsf.edu;lmelvill@unm.edu;Krishnan, Gopala",,,,,"  
-- Do not delete or change any of the following text. --   
  
Join WebEx meeting   
Meeting number: 747 179 589 
Meeting password: ISSM2017  
  
Join by phone   
1 800 941 6708 Passcode 683716
  
  
Can't join the meeting? 
  
If you are a host, go here to view host information.

IMPORTANT NOTICE: Please note that this WebEx service allows audio and other information sent during the session to be recorded, which may be discoverable in a legal matter. By joining this session, you automatically consent to such recordings. If you do not consent to being recorded, discuss your concerns with the host or do not join the session. 
 
",Webex and conference call 1.800.941.6708,,Normal,FALSE,Normal,1
Walk,4/17/2017,12:00:00 PM,4/17/2017,1:00:00 PM,FALSE,FALSE,4/17/2017,11:45:00 AM,Lupe Garcia,Ann Crawford;Marsha Bankston,,,,,"
",Storke Tower,,Normal,FALSE,Normal,2
SIST Retreat,6/13/2017,8:00:00 AM,6/13/2017,5:00:00 PM,FALSE,TRUE,6/13/2017,7:45:00 AM,Simran Arora,SIST-ALL,,,,,"
",SIST.Conference Room.SAASB.2201A,,Normal,FALSE,Normal,2
SHS/CAPS Bridge,4/7/2017,8:00:00 AM,4/7/2017,8:30:00 AM,FALSE,FALSE,4/7/2017,7:45:00 AM,Joe Sabado,Diana Antova;Mark C McGilvray;Joshua Andersen;Ann Crawford,,,,,"Hi all,

I can’t find a time for us to meet by Wednesday of next week to discuss this. But this is a topic I need to be in tuned with because of the history of it and what it means for both offices.

Mark, if you could please be prepared to talk about what you have in mind and how Ann can fix the issue?

Joe

==================================================

Hi there, 

Joe Sabado is inviting you to a scheduled Zoom meeting. 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/600465403

Or iPhone one-tap (US Toll):  +16465588656,600465403# or +14086380968,600465403#

Or Telephone:
    Dial: +1 646 558 8656 (US Toll) or +1 408 638 0968 (US Toll)
    Meeting ID: 600 465 403
    International numbers available: https://ucsb.zoom.us/zoomconference?m=MCErzOdIgeXuaQxzBIRLfYjsaj1TVS7K

Or an H.323/SIP room system:
    H.323: 
        162.255.37.11 (US West)
        162.255.36.11 (US East)
        221.122.88.195 (China)
        115.114.131.7 (India)
        213.19.144.110 (EMEA)
    Meeting ID: 600 465 403

    SIP: 600465403@zoomcrc.com <mailto:600465403@zoomcrc.com> 


",https://ucsb.zoom.us/j/600465403 and Joe sabado's office,,Normal,FALSE,Normal,2
sso for student ISSM portal ,4/11/2017,2:00:00 PM,4/11/2017,3:00:00 PM,FALSE,FALSE,4/11/2017,1:45:00 PM,Ann Crawford,Curran Sullivan;Farah Tahmasbi;Kerry Trimble;Robert Dolin,Pam Layton,,,,"OISS would like to implement SSO for the ISSM Student portal in July. 
 
This meeting is to review schedule, resources, and deliverables.
This document https://ucsb.box.com/s/bimyfxnt75sykewy9xruqmz1svbq4xvg, summarizes the project based on all the great work and emails from the testing. 
It looks like there are minimum of 6 steps to production.  We also have delivery options that I would like to discuss. 
 
It would be very helpful to review prior to the meeting.  Feel free to update as needed. 
 
Agenda
1.       Agree on steps
2.       Agree on options
3.       Assign action items and schedule. 
 
 
 
 
 
",Zoom   https://ucsb.zoom.us/j/6485759859  ,,Normal,FALSE,Normal,2
Ann Crawford's Personal Meeting Room,4/11/2017,2:00:00 PM,4/11/2017,3:00:00 PM,FALSE,FALSE,4/11/2017,1:50:00 PM,Ann Crawford,'Ann Crawford',,,,,"Hi there, 

Ann Crawford is inviting you to a scheduled Zoom meeting. 

Topic: Ann Crawford's Personal Meeting Room

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/6485759859

Or iPhone one-tap (US Toll):  +14086380968,6485759859# or +16465588656,6485759859#

Or Telephone:
    Dial: +1 408 638 0968 (US Toll) or +1 646 558 8656 (US Toll)
    Meeting ID: 648 575 9859
    International numbers available: https://ucsb.zoom.us/zoomconference?m=FJHKPaw82tbNypu2Y1VOTlRqLBblQuHs

Or an H.323/SIP room system:
    H.323: 
        162.255.37.11 (US West)
        162.255.36.11 (US East)
        221.122.88.195 (China)
        115.114.131.7 (India)
        213.19.144.110 (EMEA)
    Meeting ID: 648 575 9859

    SIP: 6485759859@zoomcrc.com

",https://ucsb.zoom.us/j/6485759859,,Normal,FALSE,Normal,2
evaluation,4/10/2017,1:00:00 PM,4/10/2017,1:30:00 PM,FALSE,FALSE,4/10/2017,12:45:00 PM,Ann Crawford,,,,,," 
",desk,,Normal,FALSE,Normal,2
Take Diana to Lunch ,4/12/2017,12:00:00 PM,4/12/2017,1:00:00 PM,FALSE,FALSE,4/12/2017,11:45:00 AM,Ann Crawford,Diana Antova,,,,," 
If you have time, we can go for your birthday lunch after the CC workshop.
 
Ann
",IV,,Normal,FALSE,Normal,2
dentist,4/11/2017,10:30:00 AM,4/11/2017,11:30:00 AM,FALSE,FALSE,4/11/2017,10:15:00 AM,Ann Crawford,,,,,," 
",thompson,,Normal,FALSE,Normal,2
SSO Portal ,4/20/2017,11:00:00 AM,4/20/2017,12:00:00 PM,FALSE,FALSE,4/20/2017,10:45:00 AM,Ann Crawford,Kerry Trimble;Curran Sullivan;Farah Tahmasbi;Robert Dolin,Pam Layton,,,,"I scheduled a quick follow-up. If dev collab is canceled we can start earlier.
Agenda
                Action Items status review
 
Ann
 
Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/6485759859
 
 
",  Zoom  https://ucsb.zoom.us/j/6485759859,,Normal,FALSE,Normal,2
Ann Crawford's Personal Meeting Room,4/20/2017,4:00:00 PM,4/20/2017,4:30:00 PM,FALSE,FALSE,4/20/2017,3:50:00 PM,Ann Crawford,Ann Crawford,,,,,"Hi there, 

Ann Crawford is inviting you to a scheduled Zoom meeting. 

Topic: Ann Crawford's Personal Meeting Room

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/6485759859

Or iPhone one-tap (US Toll):  +14086380968,6485759859# or +16465588656,6485759859#

Or Telephone:
    Dial: +1 408 638 0968 (US Toll) or +1 646 558 8656 (US Toll)
    Meeting ID: 648 575 9859
    International numbers available: https://ucsb.zoom.us/zoomconference?m=FJHKPaw82tbNypu2Y1VOTlRqLBblQuHs

Or an H.323/SIP room system:
    H.323: 
        162.255.37.11 (US West)
        162.255.36.11 (US East)
        221.122.88.195 (China)
        115.114.131.7 (India)
        213.19.144.110 (EMEA)
        202.177.207.158 (Australia)
        209.9.211.110 (Hong Kong)
    Meeting ID: 648 575 9859

    SIP: 6485759859@162.255.37.11 (US West) or 6485759859@162.255.36.11 (US East)


Use of the Zoom services is subject to Zoom's Terms of Service (https://zoom.us/terms)",https://ucsb.zoom.us/j/6485759859,,Normal,FALSE,Normal,2
data flow for net id umail ,4/18/2017,11:00:00 AM,4/18/2017,12:00:00 PM,FALSE,FALSE,4/18/2017,10:45:00 AM,Ann Crawford,Adam Sottosanti;Jarrod Sprague;Luke Lindquist;Sharon Solis,Curran Sullivan;Farah Tahmasbi,,,,"I would like to review any updates to this data flow document.  https://ucsb.box.com/s/uqze2tcgaxkhy7xwygctnrvlzz4q7qf8 
https://ucsb.zoom.us/j/6485759859  
 
I don’t think it will take the entire hour
 
Thank you,
Ann
 
 
Agenda:
Review data flow
Agree on steps and timing.
Review student communication 
Ideas/questions 
 
", zoom   https://ucsb.zoom.us/j/6485759859,,Normal,FALSE,Normal,2
Ann Crawford's Personal Meeting Room,4/18/2017,11:00:00 AM,4/18/2017,12:00:00 PM,FALSE,FALSE,4/18/2017,10:50:00 AM,Ann Crawford,'Ann Crawford',,,,,"Hi there, 

Ann Crawford is inviting you to a scheduled Zoom meeting. 

Topic: Ann Crawford's Personal Meeting Room

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/6485759859

Or iPhone one-tap (US Toll):  +14086380968,6485759859# or +16465588656,6485759859#

Or Telephone:
    Dial: +1 408 638 0968 (US Toll) or +1 646 558 8656 (US Toll)
    Meeting ID: 648 575 9859
    International numbers available: https://ucsb.zoom.us/zoomconference?m=FJHKPaw82tbNypu2Y1VOTlRqLBblQuHs

Or an H.323/SIP room system:
    H.323: 
        162.255.37.11 (US West)
        162.255.36.11 (US East)
        221.122.88.195 (China)
        115.114.131.7 (India)
        213.19.144.110 (EMEA)
        202.177.207.158 (Australia)
        209.9.211.110 (Hong Kong)
    Meeting ID: 648 575 9859

    SIP: 6485759859@162.255.37.11 (US West) or 6485759859@162.255.36.11 (US East)


Use of the Zoom services is subject to Zoom's Terms of Service (https://zoom.us/terms)",https://ucsb.zoom.us/j/6485759859,,Normal,FALSE,Normal,2
vacation ,5/8/2017,12:00:00 AM,5/13/2017,12:00:00 AM,TRUE,TRUE,5/7/2017,12:00:00 PM,Ann Crawford,,,,,," 
",pa,,Normal,FALSE,Normal,3
vacation,4/24/2017,12:00:00 AM,4/26/2017,12:00:00 AM,TRUE,FALSE,4/23/2017,12:00:00 PM,Ann Crawford,,,,,," 
",carmel,,Normal,FALSE,Normal,3
staff ev,5/2/2017,12:00:00 PM,5/2/2017,1:00:00 PM,FALSE,TRUE,5/2/2017,11:45:00 AM,Ann Crawford,,,,,,"Date:          05/2/2017 (Tue)
Time:          12:05 PM - 12:55 PM
Location:      Recreation Center, Pavilion Gym 
 
","Recreation Center, Pavilion Gym ",,Normal,FALSE,Normal,2
fit4 life,5/3/2017,12:00:00 PM,5/3/2017,1:00:00 PM,FALSE,TRUE,5/3/2017,11:45:00 AM,Ann Crawford,,,,,,"Date:          05/3/2017 (Wed)
Time:          12:05 PM - 12:55 PM
Location:      Recreation Center, Mac court
 
","Recreation Center, Mac court",,Normal,FALSE,Normal,2
tour storke,5/4/2017,12:00:00 PM,5/4/2017,12:30:00 PM,FALSE,TRUE,5/4/2017,11:45:00 AM,Ann Crawford,,,,,,"Date:          05/4/2017 (Thu)
Time:          12:00 PM - 12:15 PM
Location:      Please meet at Storke Tower’s Plaza Level (lowest level)
 
",Please meet at Storke Tower’s Plaza Level (lowest level),,Normal,FALSE,Normal,2
,4/19/2017,3:30:00 PM,4/19/2017,4:30:00 PM,FALSE,FALSE,4/19/2017,3:15:00 PM,Ann Crawford,,,,,," 
",library,,Normal,FALSE,Normal,2
opt,4/21/2017,12:00:00 PM,4/21/2017,1:00:00 PM,FALSE,FALSE,4/21/2017,11:45:00 AM,Ann Crawford,,,,,," 
",san nich,,Normal,FALSE,Normal,2
Canceled: Curriculum scrum iii,4/24/2017,8:30:00 AM,4/24/2017,9:00:00 AM,FALSE,FALSE,4/24/2017,8:15:00 AM,Mike Nesbit,Ann Crawford,,,,,"Hi there, 

 

Michael Nesbit is inviting you to a scheduled Zoom meeting. 

 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/699633699 <https://ucsb.zoom.us/j/699633699> 

 

Or iPhone one-tap (US Toll):  +16465588656,699633699# or +14086380968,699633699#

 

Or Telephone:

    Dial: +1 646 558 8656 (US Toll) or +1 408 638 0968 (US Toll)

    Meeting ID: 699 633 699

    International numbers available: https://ucsb.zoom.us/zoomconference?m=4hrE2YB1XeMzUxPwUnhtVhFFx-sQcGIi <https://ucsb.zoom.us/zoomconference?m=4hrE2YB1XeMzUxPwUnhtVhFFx-sQcGIi> 

 

Or an H.323/SIP room system:

    H.323: 

        162.255.37.11 (US West)

        162.255.36.11 (US East)

        221.122.88.195 (China)

        115.114.131.7 (India)

        213.19.144.110 (EMEA)

        202.177.207.158 (Australia)

        209.9.211.110 (Hong Kong)

    Meeting ID: 699 633 699

 

    SIP: 699633699@162.255.37.11 <mailto:699633699@162.255.37.11>  (US West) or 699633699@162.255.36.11 <mailto:699633699@162.255.36.11>  (US East)

 

 

",https://ucsb.zoom.us/j/699633699,,High,FALSE,Normal,3
Canceled: Curriculum scrum iii,4/25/2017,8:30:00 AM,4/25/2017,9:00:00 AM,FALSE,FALSE,4/25/2017,8:15:00 AM,Mike Nesbit,Ann Crawford,,,,,"Hi there, 

 

Michael Nesbit is inviting you to a scheduled Zoom meeting. 

 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/699633699 <https://ucsb.zoom.us/j/699633699> 

 

Or iPhone one-tap (US Toll):  +16465588656,699633699# or +14086380968,699633699#

 

Or Telephone:

    Dial: +1 646 558 8656 (US Toll) or +1 408 638 0968 (US Toll)

    Meeting ID: 699 633 699

    International numbers available: https://ucsb.zoom.us/zoomconference?m=4hrE2YB1XeMzUxPwUnhtVhFFx-sQcGIi <https://ucsb.zoom.us/zoomconference?m=4hrE2YB1XeMzUxPwUnhtVhFFx-sQcGIi> 

 

Or an H.323/SIP room system:

    H.323: 

        162.255.37.11 (US West)

        162.255.36.11 (US East)

        221.122.88.195 (China)

        115.114.131.7 (India)

        213.19.144.110 (EMEA)

        202.177.207.158 (Australia)

        209.9.211.110 (Hong Kong)

    Meeting ID: 699 633 699

 

    SIP: 699633699@162.255.37.11 <mailto:699633699@162.255.37.11>  (US West) or 699633699@162.255.36.11 <mailto:699633699@162.255.36.11>  (US East)

 

 

",https://ucsb.zoom.us/j/699633699,,High,FALSE,Normal,3
Curriculum scrum iii,4/27/2017,8:30:00 AM,4/27/2017,9:00:00 AM,FALSE,TRUE,4/27/2017,8:15:00 AM,Mike Nesbit,Ann Crawford,,,,,"Hi there, 

 

Michael Nesbit is inviting you to a scheduled Zoom meeting. 

 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/699633699 <https://ucsb.zoom.us/j/699633699> 

 

Or iPhone one-tap (US Toll):  +16465588656,699633699# or +14086380968,699633699#

 

Or Telephone:

    Dial: +1 646 558 8656 (US Toll) or +1 408 638 0968 (US Toll)

    Meeting ID: 699 633 699

    International numbers available: https://ucsb.zoom.us/zoomconference?m=4hrE2YB1XeMzUxPwUnhtVhFFx-sQcGIi <https://ucsb.zoom.us/zoomconference?m=4hrE2YB1XeMzUxPwUnhtVhFFx-sQcGIi> 

 

Or an H.323/SIP room system:

    H.323: 

        162.255.37.11 (US West)

        162.255.36.11 (US East)

        221.122.88.195 (China)

        115.114.131.7 (India)

        213.19.144.110 (EMEA)

        202.177.207.158 (Australia)

        209.9.211.110 (Hong Kong)

    Meeting ID: 699 633 699

 

    SIP: 699633699@162.255.37.11 <mailto:699633699@162.255.37.11>  (US West) or 699633699@162.255.36.11 <mailto:699633699@162.255.36.11>  (US East)

 

 

",https://ucsb.zoom.us/j/699633699,,Normal,FALSE,Normal,1
Curriculum scrum iii,4/20/2017,8:30:00 AM,4/20/2017,9:00:00 AM,FALSE,FALSE,4/20/2017,8:15:00 AM,Mike Nesbit,Ann Crawford,,,,,"Hi there, 

 

Michael Nesbit is inviting you to a scheduled Zoom meeting. 

 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/872236142 <https://ucsb.zoom.us/j/872236142> 

 

Or iPhone one-tap (US Toll):  +14086380968,872236142# or +16465588656,872236142#

 

Or Telephone:

    Dial: +1 408 638 0968 (US Toll) or +1 646 558 8656 (US Toll)

    Meeting ID: 872 236 142

    International numbers available: https://ucsb.zoom.us/zoomconference?m=a4uWPHPwOFH04Yqi-ug-cHLoQsy9Ut2P <https://ucsb.zoom.us/zoomconference?m=a4uWPHPwOFH04Yqi-ug-cHLoQsy9Ut2P> 

 

Or an H.323/SIP room system:

    H.323: 

        162.255.37.11 (US West)

        162.255.36.11 (US East)

        221.122.88.195 (China)

        115.114.131.7 (India)

        213.19.144.110 (EMEA)

        202.177.207.158 (Australia)

        209.9.211.110 (Hong Kong)

    Meeting ID: 872 236 142

 

    SIP: 872236142@162.255.37.11 <mailto:872236142@162.255.37.11>  (US West) or 872236142@162.255.36.11 <mailto:872236142@162.255.36.11>  (US East)

 

 

",https://ucsb.zoom.us/j/872236142,,Normal,FALSE,Normal,2
Curriculum Scrum iii,4/18/2017,8:30:00 AM,4/18/2017,9:00:00 AM,FALSE,FALSE,4/18/2017,8:15:00 AM,Mike Nesbit,Ann Crawford,,,,,"Hi there, 

 

Michael Nesbit is inviting you to a scheduled Zoom meeting. 

 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/274464763 <https://ucsb.zoom.us/j/274464763> 

 

Or iPhone one-tap (US Toll):  +16465588656,274464763# or +14086380968,274464763#

 

Or Telephone:

    Dial: +1 646 558 8656 (US Toll) or +1 408 638 0968 (US Toll)

    Meeting ID: 274 464 763

    International numbers available: https://ucsb.zoom.us/zoomconference?m=hTSiWWh8FpR8u3kO4Zbh8j9H-uXrauWk <https://ucsb.zoom.us/zoomconference?m=hTSiWWh8FpR8u3kO4Zbh8j9H-uXrauWk> 

 

Or an H.323/SIP room system:

    H.323: 

        162.255.37.11 (US West)

        162.255.36.11 (US East)

        221.122.88.195 (China)

        115.114.131.7 (India)

        213.19.144.110 (EMEA)

        202.177.207.158 (Australia)

        209.9.211.110 (Hong Kong)

    Meeting ID: 274 464 763

 

    SIP: 274464763@162.255.37.11 <mailto:274464763@162.255.37.11>  (US West) or 274464763@162.255.36.11 <mailto:274464763@162.255.36.11>  (US East)

 

 

",https://ucsb.zoom.us/j/274464763,,Normal,FALSE,Normal,2
bi - review,4/18/2017,8:15:00 AM,4/18/2017,8:30:00 AM,FALSE,FALSE,4/18/2017,8:00:00 AM,Ann Crawford,Lupe Garcia,,,,,"Sure – see you tomorrow at your place.
 
Ann
",lupe's desk,,Normal,FALSE,Normal,2
bank,4/18/2017,2:00:00 PM,4/18/2017,3:00:00 PM,FALSE,FALSE,4/18/2017,1:45:00 PM,Ann Crawford,,,,,," 
",,,Normal,FALSE,Normal,2
